assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population_x,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes,taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population_y,category,main_common_name,location_clean,location_detail_clean,threat_clean,main_threat_clean,needs_manual_review,country_code
227794604,22678955,Coturnix novaezelandiae,Extinct,,2023,2023-02-09 00:00:00 UTC,3.1,English,"This species formerly occurred on New Zealand's North, South, and Great Barrier islands, but is now Extinct, probably primarily due to widespread burning of habitat, introduced predators and diseases spread by introduced game birds. A bird that died in 1875 is thought to represent the last individual of the species.","It inhabited open habitats, especially grass-covered downs.","Extinction is largely thought to have been caused by large-scale burning, predation by dogs, cats and rats, and grazing by sheep (Marchant and Higgins 1993, Hume 2017). Diseases spread by introduced gamebirds may also account for its rapid extinction (Knox and Walters 1994). Shooting was also a threat to this species (Hume 2017).",None remain.,,"Coturnix novaezelandiae was endemic to North, South and Great Barrier Islands, New Zealand (Marchant and Higgins 1993). It was considered fairly common until the mid-19th century, but declined rapidly to extinction by 1875 (Holdaway 1999). Suggestions that a quail population on Tiritiri Matangi Island may be a surviving form of this species were disproven by genetic testing, showing them to be Brown Quail Synoicus ypsilophorus (Seabrook-Davison et al. 2009).",Shooting was a threat to this species (Hume 2017).,Terrestrial,,Oceanian,1875,FALSE,FALSE,Global,22678955,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,Coturnix novaezelandiae,"Quoy & Gaimard, 1830",,,,EX,New Zealand Quail,Oceania,New Zealand,Invasive Species; Agriculture,Invasive Species,,
227981466,62239833,Chenonetta finschi,Extinct,,2023,2023-02-13 00:00:00 UTC,3.1,English,"This species was previously widespread throughout the eastern drylands of New Zealand's North and South Islands. It is only known from subfossil bones and the date of extinction is unknown, but over-hunting and predation by rats were likely responsible (Hume 2017). A first approximation suggests it became extinct some time between 1250 and 1860, but was likely extinct by the time of European contact in the late 18th century (Holdaway et al. 2002).","It was herbivorous and terrestrial, inhabiting grassland, scrublands or open forests and with little association with wetlands or lakes. It probably bred in hollows, tree trunk or fallen logs (the preferred breeding locations of C. jubata) and was most likely a grazer and browser of vegetation, probably mixed with fallen fruit and some invertebrates. It was probably almost flightless (Adams 2013).","It may have become reduced in range and population before human settlement. Extinction occurred after Polynesian settlement but there is uncertainty whether the species persisted into European times. It was probably extremely vulnerable to egg predation by Polynesian Rats Rattus exulans, and was hunted by early Maori. Rats may have also competed for food. It is unclear what impact habitat modification would have had on the species (Adams 2013).",None remain.,,"Chenonetta finschi was endemic to New Zealand, where it was abundant and widespread throughout the eastern drylands of the North and South Islands (Adams 2013).",This species was hunted (Hume 2017).,Terrestrial,,Australasian,1250-1860,FALSE,FALSE,Global,62239833,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Chenonetta,Chenonetta finschi,"(Van Beneden, 1875)",,,,EX,Finsch's Duck,Oceania,New Zealand,Invasive Species; Overharvesting; Urbanization; Unknown,Invasive Species,,PF
228004766,22691056,Pampusana salamonis,Extinct,,2023,2023-02-14 00:00:00 UTC,3.1,English,"This species was known from Makira, Solomon Islands, but is now Extinct as a result of habitat destruction, predation by introduced species and over-hunting. The last record is a specimen dating from 1927, and searches in 1995 and more recently failed to find it.","The Makira bird was collected at 300 m, although congeners occur in forest at all altitudes. Ramos has drier beach forest than inland Makira and this may have been a preferred habitat-type.","The species is likely to have declined through a combination of predation by introduced cats and rats, and habitat destruction. On Makira, introduced rats, pigs, cats and dogs are widespread. Most lowland forest has been logged or is in logging concessions, and the larger pigeons are targeted by local hunters. Ramos remains forested and appears to be free of introduced predators, although hunters from the adjacent islands of Santa Isabel and Malaita make regular journeys to harvest the nesting Nicobar Pigeon Caloenas nicobarica, and may have shot ground-doves on these expeditions (Buckingham et al. 1995, G. Dutson pers. obs. 1998, D. Gibbs in litt. 1999).",No extant population remains.,,"This species is known from just two specimens from the Solomon Islands, one from Makira (= San Cristobal) taken in 1882 and the other from Ramos (c.4 ha) in 1927. Although the Makira locality has been queried, it is thought to be valid (D. Gibbs in litt. 1999). Surveys looking for this species on Makira (Buckingham et al. 1995, G. Dutson pers. obs. 1998, D. Gibbs in litt. 1999, R. James in litt. 1999) were unsuccessful. Recent surveys on Ramos also failed to find any individuals and the species was not known to landowners (G. Dutson in litt. 2004). There is now no longer any reasonable doubt that the last individual has died, probably some time ago. It is likely that it once occurred on other islands in the region. It may have been a tramp species of small islands with occasional birds occurring on larger islands, or the two specimens may just represent the last individuals of a declining population (Lees 1991, Buckingham et al. 1995).",This species was hunted.,Terrestrial,,Australasian,1927,FALSE,FALSE,Global,22691056,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Pampusana,Pampusana salamonis,"(Ramsay, 1882)",,,,EX,Thick-billed Ground Dove,Island,Island,Invasive Species; Habitat Loss; Overharvesting,Invasive Species,,NZ
228008609,22691052,Pampusana ferruginea,Extinct,,2023,2023-02-14 00:00:00 UTC,3.1,English,"This species is known from Tanna, Vanuatu, but the only record dates from 1774 and it is now Extinct. Predation by introduced rats is likely to have been the main cause.","Nothing is known, although it may have inhabited the island's forests.",This species was likely hunted. Predation by introduced rats was probably the main cause of its extinction (Hume 2017).,No extant population remains.,,"This species is known only from J. R. Forster's 1774 painting, from Tanna Island, Vanuatu, in the Natural History Museum at Tring (Knox and Walters 1994).",This species was likely hunted.,Terrestrial,,Australasian,1774,FALSE,FALSE,Global,22691052,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Pampusana,Pampusana ferruginea,"(Forster, JR, 1844)",,,,EX,Tanna Ground Dove,Island,Island,Invasive Species,Invasive Species,,JP
228013744,22691086,Microgoura meeki,Extinct,,2023,2023-02-14 00:00:00 UTC,3.1,English,"This species is known from Choiseul, Solomon Islands, but it has not been recorded with certainty since 1904 and is now Extinct. It is likely to have been heavily predated by introduced dogs and cats.","It was probably a species of lowland forests and swamps, and reportedly nested on the ground (Tennent 2009). It occurred in small groups and was reported to be tame (Dutson 2011).","Its extinction was presumably caused by predation by feral dogs and especially cats (Tennent 2009), as suitable habitat remains on the island (Collar et al. 1994). The species was likely also hunted.",No extant population remains.,,"Microgoura meeki was probably endemic to Choiseul, Solomon Islands, from where it is known from six skins and a single egg (Knox and Walters 1994). Claims that it may have occurred on islands from Bougainville to Malaita are speculative (Tennent 2009). It has not been recorded since 1904 (Diamond 1987) despite searching and interviews with villagers (Collar et al. 1994). There have been unsubstantiated reports from the early 1940s (Tennent 2009) and more recently (Pikacha 2005), but these are not considered to be accurate; it has often been confused with the extant Crested Cuckoo-dove (Reinwardtoena crassirostris) and Yellow-legged Pigeon (Columba pallidiceps) (Tennent 2009). There have been several unsuccessful searches for it (Dutson 2011) and it is now considered Extinct.",This species may have been hunted.,Terrestrial,,Australasian,1904,FALSE,FALSE,Global,22691086,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Microgoura,Microgoura meeki,"Rothschild, 1904",,,,EX,Choiseul Pigeon,Island,Island,Invasive Species,Invasive Species,,JP
228022431,22734732,Caloenas maculata,Extinct,,2023,2023-02-14 00:00:00 UTC,3.1,English,"The one specimen of this poorly-known species may have come from Tahiti, French Polynesia, but this is unclear and it has not been reported there since 1928, when the only possible sightings of the species were made. It is presumed Extinct.","Nothing is known, although given its colouration it is likely to have been a forest dweller.","Although purely speculation, it is not unreasonable to assume that hunting for food and perhaps predation by human commensals were responsible for its extinction.",No population was ever discovered.,,"Caloenas maculata is known only from one surviving specimen in World Museum, Liverpool (United Kingdom), and one lost specimen, collected between 1783 and 1823. Accordingly it is not possible to map the former occurrence of the species. The providence of the specimens is unknown, but it seems most likely to have been a Pacific species, given the main area of activity of its collectors. Its short, rounded wings suggest it evolved on a small predator-free island. It was possibly the bird described by the people of Tahiti in 1928 as being speckled green and white (Gibbs 2001). It is likely to have been almost extinct before European exploration of the Pacific began.","Although purely speculation, it is not unreasonable to assume that hunting for food and perhaps predation by human commensals were responsible for its extinction.",Terrestrial,,Oceanian,1928,FALSE,FALSE,Global,22734732,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Caloenas,Caloenas maculata,"(Gmelin, 1789)",,,,EX,Liverpool Pigeon,Pacific Islands,French Polynesia,Invasive Species; Overharvesting; Unknown,Invasive Species,,JP
228024595,22691495,Ptilinopus mercierii,Extinct,,2023,2023-02-14 00:00:00 UTC,3.1,English,"This species was found in the Marquesas, French Polynesia, but it is now Extinct due to the action of introduced predators. The last record was of the subspecies tristrami on Hiva Oa, in 1922.",Its ecology is likely to have been similar to other members of the genus Ptilinopus.,"Its extinction has been attributed to predation by the introduced Great Horned Owl Bubo virginianus (Holyoak and Thibault 1984), but introduced rats and cats are more likely (Collar et al. 1994, Hume 2017).",None are believed to remain.,,"Ptilinopus mercierii was endemic to the Marquesas, French Polynesia, with the nominate subspecies on Nuku Hiva and subspecies tristrami on Hiva Oa. While the former is known from a single specimen collected in 1849 in the Valley of Mohana, Nuka Hiva (Hume 2017), the latter is known from at least 11 specimens, the last collected by the Whitney Expedition in 1922 (Holyoak and Thibault 1984). The species was reported on Hiva Oa in 1980 (Hay 1986), but this was probably a mistake (Collar et al. 1994).",,Terrestrial,,Oceanian,1922,FALSE,FALSE,Global,22691495,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ptilinopus,Ptilinopus mercierii,"(Des Murs & Prévost, 1849)",,,,EX,Red-moustached Fruit-dove,Pacific Islands,French Polynesia,Invasive Species,Invasive Species,,JP
228030708,22733394,Diaphorapteryx hawkinsi,Extinct,,2023,2023-02-14 00:00:00 UTC,3.1,English,"This species was known from the Chatham Islands, New Zealand, but is now Extinct as a result of hunting and introduced predators. It is known only from the fossil record and two accounts describing recollections of the species. The oldest member of the Moriori Polynesians was questioned and his recollections were described in a letter in 1895 (Hume 2017); based on this evidence the species is thought to have persisted into at least the late 1800s.","The species was flightless, stood approximately 40 cm tall and weighed an estimated 2 kg. It is thought to have been a ground-dwelling insectivore, also feeding on fern root and capable of preying on small ground-nesting species.","Its remains are frequently associated with middens of the islands' initial Polynesian inhabitants, the Moriori, indicating that hunting is likely to have caused its extinction. Introduced predators are also likely to have contributed to this species' extinction (Hume 2017).",No extant population remains.,,"Diaphorapteryx hawkinsi was endemic to the Chatham Islands, New Zealand, where its remains have been found on the main Chatham Island and Pitt Island. Available evidence, including a letter from Sigvard Jacob Dannefaerd to Lord Lionel Walter Rothschild in 1895 describing the species' appearance, behaviour and Moriori hunting method, suggests that this species survived into at least the late 1800s.",This species was hunted.,Terrestrial,,Australasian,1850-1900,FALSE,FALSE,Global,22733394,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Diaphorapteryx,Diaphorapteryx hawkinsi,"(Forbes, 1892)",,,,EX,Hawkins's Rail,Oceania,New Zealand,Invasive Species; Overharvesting,Invasive Species,,NZ
228150824,22690222,Columba jouyi,Extinct,,2023,2023-02-16 00:00:00 UTC,3.1,English,"This species was formerly found in Japan's Ryukyu Islands, but it has not been recorded since 1936 and is now Extinct. The reasons for this are unknown, though it may have been due to habitat destruction.",It is likely to have inhabited the forested interior of the islands on which it lived.,"The reasons for its extinction are unknown, though it may have been due to habitat destruction (Hume 2017). Predation by introduced cats and rats may also have been a threat (Stattersfield et al. 1998).",None remain; a dramatic decline to extinction occurred from the late 19th to the first half of the 20th centuries.,,"Columba jouyi was endemic to Okinawa and Kerama, and the Daito Islands, in the Nansei Shoto Islands, Japan (Stattersfield et al. 1998). It was described in 1887 from a type in the Tokyo Educational Museum (Stejneger 1887), and is also known from three skins in the Natural History Museum at Tring (Knox and Walters 1994). It apparently declined rapidly (and inexplicably), and was last recorded on Okinawa in 1904, and on Daito in 1936 (Stattersfield et al. 1998).",,Terrestrial,,Palearctic,1936,FALSE,FALSE,Global,22690222,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,Columba jouyi,"(Stejneger, 1887)",,,,EX,Ryukyu Woodpigeon,Asia,Japan,Invasive Species; Habitat Loss; Unknown,Invasive Species,,FJ
228153391,22690218,Columba versicolor,Extinct,,2023,2023-02-16 00:00:00 UTC,3.1,English,"This species was found in Japan's Ogasawara Islands, but it has not been recorded since 1889 and is now Extinct. Habitat clearance is likely to have been the major factor driving its extinction.",It inhabited the lush forested interior of the small islands in its range.,"The reasons for its extinction are unknown, though it may have been due to habitat destruction (Hume 2017). Predation by introduced cats and rats may also have been a threat (Stattersfield et al. 1998).",None remain.,,"Columba versicolor was endemic to Nakondo Shima and Peel Island (Chichi-jima) and likely other islands in the Bonin Islands (Ogasawara-shoto), Japan (Goodwin 1967). It is known from four specimens, in Frankfurt, Leningrad and Tring (Brazil 1991) and was last recorded in 1889 (Stattersfield et al. 1998).",,Terrestrial,,Palearctic,1889,FALSE,FALSE,Global,22690218,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,Columba versicolor,"Kittlitz, 1832",,,,EX,Bonin Woodpigeon,South America,Brazil,Invasive Species; Habitat Loss; Unknown,Invasive Species,,UM
228156835,22720622,Carpodacus ferreorostris,Extinct,,2023,2023-02-16 00:00:00 UTC,3.1,English,"This species was known from Japan's Ogasawara Islands, but it is now Extinct and has not been certainly reported since 1828. Forest destruction and predation by introduced species are thought to have been responsible.","Nothing is known of its ecology (Morioka 1992) apart from Kittlitz's description (Greenway 1967), ""this bird lives on Bonin-sima, alone or in pairs, in the forest near the coast. It is not common but likes to hide, although of a phlegmatic nature and not shy. Usually it is seen running on the ground, only seldom high in the trees.""","Its extinction likely resulted from habitat destruction and the introduction of cats and rats (Stattersfield et al. 1998, Hume 2017).",No extant population remains.,,"Carpodacus ferreorostris is an Extinct taxon only known from specimens collected in 1827 and 1828 on Chichi-jima, Ogasawara-shoto (Peel Island, Bonin), Japan (Brazil 1991). It could not be found on Peel by Simpson in 1854, and rumours that it may have survived until 1890, when it was reported to Holst by locals (Morioka 1992), were never substantiated (Brazil 1991).",,Terrestrial,,Palearctic,1828,FALSE,FALSE,Global,22720622,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carpodacus,Carpodacus ferreorostris,"(Vigors, 1828)",,,,EX,Bonin Grosbeak,South America,Brazil,Invasive Species; Habitat Loss,Invasive Species,,NZ
228158791,22708535,Zoothera terrestris,Extinct,,2023,2023-02-16 00:00:00 UTC,3.1,English,"This species was formerly found in Japan's Ogasawara Islands, but is now Extinct likely due to overpredation by introduced mammals. Specimens were collected in 1828, but the next ornithological visit to the islands in 1889 did not locate the species.",Presumably it was confined to forest floor.,"Whalers started to use the island in the 1830s, and the species was probably driven to extinction by introduced rats and cats shortly after (Greenway 1967, Hume 2017).",None remain.,,"Zoothera terrestris is only known from four specimens (now in Frankfurt, St Petersburg, Leiden and Vienna) collected in 1828 on Ogasawara-shoto (Peel Island, Bonin), Japan. It could not be found when the island was next visited by an ornithologist, in 1889, nor subsequently. Nothing is known of the species' ecology or extinction (Greenway 1967).",,Terrestrial,,Palearctic,1828,FALSE,FALSE,Global,22708535,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Zoothera,Zoothera terrestris,"(Kittlitz, 1831)",,,,EX,Bonin Thrush,Asia,Japan,Invasive Species; Overharvesting,Invasive Species,,ID
228867194,22728873,Cabalus modestus,Extinct,,2023,2023-02-24 00:00:00 UTC,3.1,English,"This species was known from the Chatham Islands, New Zealand, but the last known specimen was taken between 1895 and 1900. It is thought that invasive species are responsible, both through direct predation and habitat modification.",It is likely to have occurred in scrubland and tussock grass.,"Its extinction was presumably caused by predation by rats and cats (which were introduced in the 1890s), habitat destruction to provide sheep pasture (which destroyed all of the island's bush and tussock grass by 1900), and from grazing by goats and rabbits (Marchant and Higgins 1993). On Chatham and Pitt Islands, Olson (1975) has suggested that its extinction resulted from competition with the larger Dieffenbach's Rail Hypotaenidia dieffenbachii (also extinct), but the two species have been shown to have been sympatric on Mangere (Tennyson and Millener 1994).",None remain.,,"Cabalus modestus was endemic to Chatham, Mangere and Pitt Islands, New Zealand. It was first discovered on Mangere in 1871, and 26 specimens collected there are known from museum collections. The last known specimen was taken between 1895 and 1900 (Hume 2017). The species is also known from 19th century bones from Chatham and Pitt Islands.",,Terrestrial,,Australasian,1895-1900,FALSE,FALSE,Global,22728873,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Cabalus,Cabalus modestus,"(Hutton, 1872)",,,,EX,Chatham Islands Rail,Oceania,New Zealand,Invasive Species; Habitat Loss; Agriculture,Invasive Species,,PF
228869111,22728740,Hypotaenidia poeciloptera,Extinct,,2023,2023-02-24 00:00:00 UTC,3.1,English,"This species was found in Fiji, but it has not been recorded with certainty since 1890 and is now Extinct. Predation by introduced cats and mongooses is thought to have been responsible for its decline.","The species inhabited remote forested areas, secondary forest, old taro fields and swamps (Hume 2017, Taylor 2020).","Two other (non-endemic) rails have become extinct from the islands due to predation by introduced mongooses and cats, and so it seems very likely that this also caused the extinction of H. poeciloptera (Collar et al. 1994).",No extant population remains.,,"Hypotaenidia poeciloptera was known from Fiji, with twelve 19th century specimens from Vitu Levu and Ovalau (Taylor and van Perlo 1998) and it was last seen with certainty in 1890 (Hume 2017). There have been reports from Taveuni (Blackburn 1971) in 1971 and Waisa, Vitu Levu, in 1973 (Holyoak 1979), although these remain unconfirmed (Hume 2017). There have been no convincing recent reports from Ovalau or Taveuni which remain mongoose-free and where other rail species were recorded during field surveys and other fieldwork in 2002-2005, and so it is highly likely that H. poeciloptera is extinct (G. Dutson in litt. 2005).",,Terrestrial,,Oceanian,1890,FALSE,FALSE,Global,22728740,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Hypotaenidia,Hypotaenidia poeciloptera,"(Hartlaub, 1866)",,,,EX,Bar-winged Rail,Pacific Islands,Pacific Islands,Invasive Species,Invasive Species,,US
229310288,22692447,Hypotaenidia wakensis,Extinct,,2023,2023-03-02 00:00:00 UTC,3.1,English,"This species was known from Wake Island in the United States Minor Outlying Islands, but went Extinct in the mid-1940s, being last recorded in 1945 and never seen by an observer who took up residence in 1946. It is thought to have been hunted to extinction by soldiers who were stranded on the island.","The species inhabited scrub throughout the island. It fed by digging up leaves and soil with its head, being observed to take seeds, insects, small lizards and hermit crabs (Wetmore 1970, Olson 1996). Accounts suggest it bred between July and August, with the nest constructed as a saucer-like depression in the ground (Spencer 1959, Olson and Rauzon 2011). It had an unusual communal breeding system, with young attended and defended by groups of adults until well after hatching, presumably as an adaptation against potential nest predation by rats and crabs (Olson and Rauzon 2011).","It was presumably eaten to extinction by the starving Japanese garrison by 1945 (Greenway 1967, Hume 2017). Occasional inundations of the island during storms are also thought to have caused considerable mortality. The species is likely to have coexisted with rats since prehistoric times, and despite some suggestions it is not thought that rat predation was a factor in its extinction (Olson and Rauzon 2011).",No extant population remains.,,"Hypotaenidia wakensis was endemic to Wake and Wilkes Islands in the central Pacific Ocean, United States Minor Outlying Islands (to U.S.A.). Although it was not uncommon before the Second World War, it was extinct by 1946 (Greenway 1967).",The species was hunted.,Terrestrial,,Oceanian,1945,FALSE,FALSE,Global,22692447,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Hypotaenidia,Hypotaenidia wakensis,"Rothschild, 1903",,,,EX,Wake Island Rail,North America,United States,Invasive Species,Invasive Species,,US
229313877,22692455,Hypotaenidia dieffenbachii,Extinct,,2023,2023-03-02 00:00:00 UTC,3.1,English,"This species was found on the Chatham Islands, New Zealand, but was driven to extinction by the depredations of introduced species. It has not been seen since 1840.","Nothing is known, though it may have inhabited scrub or forest.","Its extinction was presumably due to predation by introduced rats, cats and dogs, and habitat loss from fire (Marchant and Higgins 1993).",None remain.,,"Hypotaenidia dieffenbachii was endemic to Chatham, Mangere and Pitt Islands, New Zealand (Marchant and Higgins 1993). It is known from the type specimen in the Natural History Museum at Tring, U. K. (Knox and Walters 1994), and from abundant subfossil material (Tennyson and Millener 1994). The species was already scarce when the type was collected in 1840 (Marchant and Higgins 1993) and is likely to have become extinct around this time (Hume 2017).",The species was likely hunted.,Terrestrial,,Australasian,1840,FALSE,FALSE,Global,22692455,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Hypotaenidia,Hypotaenidia dieffenbachii,"(Gray, 1843)",,,,EX,Dieffenbach's Rail,Oceania,New Zealand,Invasive Species; Habitat Loss; Fire,Invasive Species,,PF
